Order ID,Order Date,Customer ID,Customer Name,Address,City,State,ZIP/Postal Code,Country/Region,Salesperson,Region,Shipped Date,Shipper Name,Ship Name,Ship Address,Ship City,Ship State,Ship ZIP/Postal Code,Ship Country/Region,Payment Type,Product Name,Category,Unit Price,Quantity,Revenue,Shipping Fee
1262,9/8/2014,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Check,Chocolate Biscuits Mix,Baked Goods & Mixes,$9.20 ,77,$708.40 ,$72.26 
1273,9/8/2014,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,9/10/2014,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,$34.80 ,63,"$2,192.40 ",$230.20 
1258,9/9/2014,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,9/11/2014,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,$19.50 ,48,$936.00 ,$94.54 
1259,9/9/2014,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,9/11/2014,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,$34.80 ,57,"$1,983.60 ",$194.39 
1250,9/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Chocolate Biscuits Mix,Baked Goods & Mixes,9.2,83,$763.60 ,$74.83 
1281,9/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,9/12/2014,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,$10.00 ,59,$590.00 ,$59.59 
1251,9/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Dried Plums,Dried Fruit & Nuts,3.5,91,$318.50 ,$31.21 
1252,9/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Green Tea,Beverages,2.99,64,$191.36 ,$19.52 
1263,9/25/2014,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,$10.00 ,94,$940.00 ,$97.76 
1264,9/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,$21.35 ,54,"$1,152.90 ",$121.05 
1265,9/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,$9.65 ,43,$414.95 ,$40.25 
1266,9/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,9/28/2014,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,$18.40 ,71,"$1,306.40 ",$134.56 
1256,9/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,9/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,$9.65 ,68,$656.20 ,$64.31 
1257,9/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,$18.40 ,32,$588.80 ,$58.88 
1267,9/29/2014,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,10/1/2014,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,$14.00 ,50,$700.00 ,$67.20 
