Order ID,Order Date,Customer ID,Customer Name,Address,City,State,ZIP/Postal Code,Country/Region,Salesperson,Region,Shipped Date,Shipper Name,Ship Name,Ship Address,Ship City,Ship State,Ship ZIP/Postal Code,Ship Country/Region,Payment Type,Product Name,Category,Unit Price,Quantity,Revenue,Shipping Fee
1206,7/8/2014,8,Company H,123 8th Street,Portland,OR,99999,USA,Nancy Freehafer,North,7/10/2014,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,Credit Card,Mozzarella,Dairy Products,34.8,27,$939.60 ,$89.26 
1191,7/9/2014,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/2014,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Ravioli,Pasta,19.5,61,"$1,189.50 ",$123.71 
1192,7/9/2014,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/2014,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Mozzarella,Dairy Products,34.8,27,$939.60 ,$95.84 
1220,7/9/2014,9,Company I,123 9th Street,Salt Lake City,UT,99999,USA,Robert Zare,West,7/11/2014,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,Check,Clam Chowder,Soups,$9.65 ,90,$868.50 ,$83.38 
1214,7/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,7/12/2014,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,80,$800.00 ,$77.60 
1216,7/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Dried Plums,Dried Fruit & Nuts,3.5,27,$94.50 ,$9.07 
1217,7/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Curry Sauce,Sauces,40,97,"$3,880.00 ",$380.24 
1196,7/25/2014,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,10,34,$340.00 ,$34.34 
1197,7/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,21.35,81,"$1,729.35 ",$178.12 
1198,7/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,9.65,25,$241.25 ,$23.40 
1199,7/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,12,$220.80 ,$22.08 
1189,7/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,7/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,9.65,33,$318.45 ,$30.25 
1190,7/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,7/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,18.4,47,$864.80 ,$90.80 
1219,7/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,$46.00 ,24,"$1,104.00 ",$105.98 
1200,7/29/2014,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,7/31/2014,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,14,23,$322.00 ,$30.91 
