Order ID,Order Date,Customer ID,Customer Name,Address,City,State,ZIP/Postal Code,Country/Region,Salesperson,Region,Shipped Date,Shipper Name,Ship Name,Ship Address,Ship City,Ship State,Ship ZIP/Postal Code,Ship Country/Region,Payment Type,Product Name,Category,Unit Price,Quantity,Revenue,Shipping Fee
1382,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,12/12/2014,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Green Tea,Beverages,2.99,41,$122.59 ,$12.87 
1384,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,12/12/2014,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Boysenberry Spread,"Jams, Preserves",$25.00 ,94,"$2,350.00 ",$235.00 
1385,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,12/12/2014,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Cajun Seasoning,Condiments,$22.00 ,20,$440.00 ,$46.20 
1386,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Chocolate Biscuits Mix,Baked Goods & Mixes,$9.20 ,13,$119.60 ,$12.44 
1417,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,12/12/2014,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,Credit Card,Almonds,Dried Fruit & Nuts,10,97,$970.00 ,$100.88 
1419,12/10/2014,10,Company J,123 10th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,,Dried Plums,Dried Fruit & Nuts,3.5,53,$185.50 ,$17.62 
1387,12/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Dried Plums,Dried Fruit & Nuts,$3.50 ,74,$259.00 ,$26.94 
1388,12/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Green Tea,Beverages,$2.99 ,53,$158.47 ,$16.01 
1420,12/11/2014,11,Company K,123 11th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,,Curry Sauce,Sauces,40,61,"$2,440.00 ",$248.88 
1373,12/12/2014,12,Company L,123 12th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,12/14/2014,Shipping Company B,John Edwards,123 12th Street,Las Vegas,NV,99999,USA,Credit Card,Chai,Beverages,18,57,"$1,026.00 ",$102.60 
1374,12/12/2014,12,Company L,123 12th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,12/14/2014,Shipping Company B,John Edwards,123 12th Street,Las Vegas,NV,99999,USA,Credit Card,Coffee,Beverages,46,83,"$3,818.00 ",$374.16 
1399,12/25/2014,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,12/27/2014,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Scones,Baked Goods & Mixes,$10.00 ,100,"$1,000.00 ",$98.00 
1426,12/25/2014,25,Company Y,789 25th Street,Chicago,IL,99999,USA,Laura Giussani,East,,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,Cash,Cajun Seasoning,Condiments,22,65,"$1,430.00 ",$138.71 
1400,12/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,12/28/2014,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Olive Oil,Oil,$21.35 ,88,"$1,878.80 ",$184.12 
1401,12/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,12/28/2014,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Clam Chowder,Soups,$9.65 ,46,$443.90 ,$42.61 
1402,12/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,12/28/2014,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Crab Meat,Canned Meat,$18.40 ,93,"$1,711.20 ",$167.70 
1427,12/26/2014,26,Company Z,789 26th Street,Miami,FL,99999,USA,Anne Larsen,South,,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,Credit Card,Boysenberry Spread,"Jams, Preserves",25,13,$325.00 ,$32.18 
1368,12/27/2014,27,Company AA,789 27th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,12/29/2014,Shipping Company B,Karen Toh,789 27th Street,Las Vegas,NV,99999,USA,Check,Beer,Beverages,14,14,$196.00 ,$19.80 
1369,12/27/2014,27,Company AA,789 27th Street,Las Vegas,NV,99999,USA,Mariya Sergienko,West,12/29/2014,Shipping Company B,Karen Toh,789 27th Street,Las Vegas,NV,99999,USA,Check,Dried Plums,Dried Fruit & Nuts,3.5,70,$245.00 ,$25.24 
1380,12/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,12/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Check,Coffee,Beverages,46,16,$736.00 ,$73.60 
1392,12/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,12/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Clam Chowder,Soups,$9.65 ,98,$945.70 ,$96.46 
1393,12/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,12/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Crab Meat,Canned Meat,$18.40 ,86,"$1,582.40 ",$155.08 
1422,12/28/2014,28,Company BB,789 28th Street,Memphis,TN,99999,USA,Anne Larsen,South,12/30/2014,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,Credit Card,Coffee,Beverages,46,43,"$1,978.00 ",$197.80 
1377,12/29/2014,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Chocolate,Candy,12.75,47,$599.25 ,$59.33 
1403,12/29/2014,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,12/31/2014,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Beer,Beverages,$14.00 ,96,"$1,344.00 ",$141.12 
1428,12/29/2014,29,Company CC,789 29th Street,Denver,CO,99999,USA,Jan Kotas,West,,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,Check,Fruit Cocktail,Fruit & Veg,39,54,"$2,106.00 ",$214.81 
